# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:53:21 2025
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
#
tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,ra,dec
PC,14.7595601,5.5790065,16406.5561433,7.3454534,478.9882236,12.4399990,4708.0000000,0.5698380,269.0951230,-2.4042310
KP,3.1290476,3.4092950,13426.2063185,16.9082331,1452.6077207,1052.2389998,5585.0000000,1.4505399,274.3732700,-3.3810590
KP,2.9932820,2.5766956,14780.3009546,21.7455581,1681.7927473,1890.6489714,6343.0000000,1.5860100,280.6873000,5.9376590
KP,3.3777419,2.8147435,17290.4349881,13.6239337,1118.8891040,370.3984667,5080.0000000,1.0408000,269.5720700,5.7613710
KP,2.4651801,3.5668145,11993.5727630,17.0861139,1843.0045682,2726.6327607,6848.0000000,1.5155400,274.7434180,10.5971970
KP,4.4626647,3.0802705,7983.8270519,13.3934403,1561.6219471,1405.4798304,7587.0000000,1.3951401,270.4441830,-2.9709800
PC,719.0381327,5.4244096,4851.4092337,16.6333557,245.1674374,0.8538315,5709.6000000,1.4981000,74.7526570,-49.7361790
PC,5.8497196,3.4580000,507.0000000,2.7128600,1226.0000000,375.8680000,6009.6000000,1.3500000,300.0471160,-71.9668650
PC,1064.7003990,3.2850000,1294.0000000,4.4515800,405.0000000,4.4817200,6009.6000000,1.3500000,300.0471160,-71.9668650
KP,2.1376682,1.8790000,8819.0000000,15.7532000,1337.0000000,531.1590000,5806.0000000,1.6000000,304.5388430,-1.0760030
PC,10.5137924,2.2750000,1611.0000000,3.1867000,627.0000000,25.6571000,4942.0000000,0.7700000,313.2920910,-9.0440550
PC,3.7570477,1.9380000,340.0000000,1.4147900,1045.0000000,197.9850000,5263.0000000,0.8300000,313.7262890,-2.3344190
PC,61.5555962,6.9960000,182.0000000,2.1796000,554.0000000,15.6504000,6298.0000000,1.8000000,276.1046890,69.0977680
FP,2.6667526,2.5940000,190.0000000,3.0100600,1630.0000000,1172.1400000,6173.0000000,2.1800000,279.7152400,43.0937270
KP,13.2341261,2.3705157,18389.5092472,7.3853255,510.9593066,16.1089138,5025.0000000,0.5489290,291.0636810,0.7460140
KP,15.3573522,3.5894467,21072.3970721,13.3280613,668.6491835,47.2404772,5462.0000000,0.9153910,295.2872320,41.2220030
KP,,20.5949466,4156.2818203,8.9646820,915.0643564,165.7019266,6181.5800000,1.3679700,292.6274940,37.8601650
PC,8.7201675,3.1100000,957.0000000,2.3584800,845.0000000,84.6734000,5443.0000000,0.8500000,322.6485150,32.0061890
PC,52.7993058,6.1194800,541.2696023,2.3982714,464.1833670,10.9718358,5409.2200000,1.0210100,98.7295890,-67.5372740
PC,17.4757465,4.6911418,163.2684840,1.4862817,671.0482261,47.9221101,5409.2200000,1.0210100,98.7295890,-67.5372740
PC,4.4563756,3.3160000,308.0000000,2.9850500,1284.0000000,452.1380000,5658.0000000,1.8000000,314.8416080,18.0717870
PC,5.5334128,6.7400000,169.0000000,2.5727300,3012.0000000,13680.1000000,10409.0000000,2.2800000,305.9462520,37.9827400
PC,0.8118915,0.9090000,1245.0000000,6.5445300,2274.0000000,4440.4000000,6019.0000000,1.7100000,324.3613070,28.0084430
PC,13.1689848,7.6070000,2592.0000000,11.4366000,1298.0000000,472.1150000,6282.0000000,2.2000000,306.2385330,50.4885930
PC,4.6504794,5.0510000,6221.0000000,18.8371000,1630.0000000,1172.2600000,6274.0000000,2.3400000,319.9087960,46.0672710
PC,2.8120379,1.6470000,11880.0000000,9.9597500,1141.0000000,282.1220000,6004.1000000,0.9100000,311.1642320,41.1398840
PC,3.4747684,3.0540000,4548.0000000,16.2878000,2222.0000000,4048.1800000,6572.0000000,1.6500000,319.3411710,44.5603380
PC,6.4030110,5.8200000,3868.0000000,7.9612700,1395.0000000,629.6700000,5713.3000000,1.5300000,308.9805040,44.8848690
PC,6.3962557,2.8260000,2257.0000000,5.1045700,997.0000000,164.3680000,5847.0000000,1.1300000,299.7842480,54.9710490
APC,12.1252851,6.9980000,2706.0000000,15.2955000,1051.0000000,202.8740000,4951.0000000,2.3900000,292.6362860,54.6805390
FP,1.9960710,5.9108790,352.7667200,1.9479510,1552.3974880,1372.5643890,6636.0000000,0.9751210,82.7648590,-70.3571790
PC,36.6892187,6.4460000,7413.0000000,9.1862000,765.0000000,57.1087000,6647.0000000,1.1200000,311.7632620,43.5819730
PC,12.7617794,4.2230000,26352.0000000,16.8306000,875.0000000,97.3693000,6305.0000000,1.0600000,197.3001940,65.3161000
PC,2.2531740,1.1180000,81734.0000000,11.9013000,585.0000000,19.5121000,3340.0000000,0.3300000,202.2493170,40.1957220
PC,7.6253466,6.7020000,2810.0000000,9.4386800,1320.0000000,504.8520000,5408.0000000,2.1900000,203.6296940,53.8669310
PC,21.8153374,4.0870000,2502.0000000,3.9683700,600.0000000,21.5566000,5399.0000000,0.8700000,316.4988260,37.6652630
APC,2.2022580,1.0460000,48647.0000000,11.2703000,552.0000000,15.4828000,3388.0000000,0.5200000,310.6821220,53.4477720
PC,1.0092447,1.4720000,7501.0000000,11.8411000,1662.0000000,1267.1600000,5491.0000000,1.3400000,334.2152810,43.4519390
PC,7.9039906,3.9960000,3040.0000000,9.3990100,1064.0000000,213.4820000,5797.0000000,1.7900000,299.7184570,54.8400330
APC,7.1554749,2.2130000,1811.0000000,19.6737000,1574.0000000,1019.4200000,6919.0000000,2.7800000,318.9514230,37.1324230
PC,1.5852089,1.1370000,450.0000000,5.7790300,,14006.0000000,11678.0000000,2.7400000,310.7666660,45.8370070
APC,32.3766006,3.8827521,52579.8740908,3.6771515,2128.9236019,4854.6878282,50000.0000000,0.1470000,65.6553860,-54.1471790
PC,777.0516742,4.3877266,7211.9264886,1.3396102,738.0523930,70.1244992,50000.0000000,0.1470000,65.6553860,-54.1471790
PC,60.6825768,3.9830000,8480.0000000,16.0883000,496.0000000,10.1020000,5918.0000000,1.4800000,217.3368840,65.9300970
PC,4.8510805,3.1320000,9714.0000000,17.8341000,1108.0000000,250.6960000,5578.5000000,1.9000000,306.6090940,49.0412490
PC,1.1022190,1.5380000,4361.0000000,16.2877000,2280.0000000,4488.9800000,7469.0000000,2.5100000,310.1424520,47.2996050
APC,2.8371938,1.9040000,15303.0000000,18.3031000,1599.0000000,1087.3400000,7980.0000000,1.5400000,319.4100120,48.1633550
PC,2.1125062,1.2280000,5858.0000000,,,,,,338.6352740,53.6108700
PC,4.6745746,8.6270000,1731.0000000,13.7841000,2179.0000000,3744.1200000,5759.0000000,3.8000000,335.2596620,57.0810720
PC,3.3505745,4.6330000,3685.0000000,11.4859000,2079.0000000,3106.2300000,6940.0000000,2.2100000,334.8840590,45.9864680
PC,4.1560086,2.9540000,2503.0000000,7.1914500,1318.0000000,501.6090000,6056.0000000,1.5500000,297.8234470,56.5684250
PC,1.3821651,2.4350000,9250.0000000,17.6176000,2576.0000000,7314.3800000,7662.0000000,1.9400000,345.3832650,53.9682410
PC,4.4264918,6.0590000,3584.0000000,14.8697000,1969.0000000,2497.5700000,6231.0000000,2.4600000,332.6247580,48.0970610
FP,216.2458400,1.0703729,5045.1950681,18.5681404,1072.2837713,312.4351835,7053.0000000,1.5968800,124.7487030,-65.2780890
PC,7.4156006,2.7600000,12272.0000000,16.1132000,974.0000000,149.5600000,6446.0000000,1.5000000,331.0966890,53.4651870
PC,1.8471592,1.9580000,6589.0000000,,,,,,352.3010580,54.9710760
PC,1.1838059,1.3070000,4487.0000000,11.6230000,1996.0000000,2638.6000000,7433.0000000,1.6800000,318.0051960,59.0314100
PC,5.3590843,2.4770000,3018.0000000,4.3681700,885.0000000,101.9600000,4845.0000000,0.8100000,336.7304830,49.1497270
FP,2.2215349,2.8690000,3539.0000000,,,,,,343.1767380,54.1409880
PC,17.0548288,4.5550000,5295.0000000,9.8094500,758.0000000,55.0578000,5769.0000000,1.3800000,317.5329780,61.0392870
PC,2.7945508,2.9780000,8242.0000000,13.7026000,1669.0000000,1289.9300000,6345.0000000,1.5600000,341.5030210,52.1346490
PC,8.6145655,4.8400000,6195.0000000,12.1460000,1365.0000000,577.6200000,6467.0000000,1.3800000,306.5704790,60.6684220
PC,2.4425105,2.9640000,5639.0000000,,,,,,332.5709630,50.5042510
PC,3.2396607,2.4200000,6158.0000000,,,,,,334.0510350,50.3903660
PC,18.3841259,3.4924479,1010.0989222,2.1505216,458.1372754,10.4112654,4356.0000000,0.6814070,62.5161310,-61.9426680
PC,35.9432773,2.7244261,1178.9674430,2.7375059,366.3847590,4.2586368,4356.0000000,0.6814070,62.5161310,-61.9426680
PC,8.8182594,2.1690000,5493.0000000,13.1872000,781.0000000,61.7662000,6052.0000000,1.8400000,296.5841590,56.1666770
PC,7.0634276,2.0560000,5286.0000000,11.2092000,887.0000000,102.8010000,6354.0000000,1.3400000,338.8833700,45.8341780
PC,3.4249930,2.1340000,6276.0000000,,,,,,341.0117080,49.6874590
PC,4.6351977,3.8560000,11113.0000000,15.8250000,1282.0000000,449.3950000,5691.0000000,1.5700000,332.9209330,60.7581240
FP,3.0436916,2.4140000,8182.0000000,,,,,,324.1451650,52.7587420
APC,0.8738186,1.2290000,5487.0000000,10.2138000,1747.0000000,1547.4400000,5838.0000000,1.2900000,341.1093940,54.2021310
PC,18.9438583,4.1080000,12167.0000000,10.0797000,641.0000000,28.1157000,5583.0000000,0.9500000,331.5138150,48.3419540
APC,8.8691255,1.5880000,10597.0000000,,,,,,335.5877810,47.3470270
PC,37.8016862,3.7880000,1734.0000000,6.5552700,,18.7121000,6783.0000000,1.6100000,318.3461950,61.7545710
PC,2.5933417,3.2530000,9482.0000000,15.3451000,,1492.3900000,6258.1000000,1.5700000,344.8819000,54.8882070
CP,9.5313660,1.6730000,916.0000000,2.2479400,584.0000000,19.4095000,4504.0000000,0.7200000,92.9361060,-65.8258390
CP,51.6991421,4.3710000,1339.0000000,2.4553100,357.0000000,2.7056200,4504.0000000,0.7200000,92.9361060,-65.8258390
FA,53.7464820,5.5929880,1557.5418160,3.2631560,345.2617451,3.3582641,4504.0000000,0.8426450,92.9361060,-65.8258390
CP,84.8386900,5.1940000,1020.0000000,2.0385700,292.0000000,1.2150100,4504.0000000,0.7200000,92.9361060,-65.8258390
PC,3.1739167,3.6500000,2669.0000000,17.4128000,2136.0000000,3458.2400000,7099.0000000,3.1700000,321.7425520,52.1613520
FP,0.9739887,1.5940000,2904.0000000,21.8604000,3504.0000000,25053.9000000,7357.0000000,1.9500000,307.6535160,57.8224970
PC,0.3075961,0.4900000,124509.0000000,17.2274000,917.0000000,117.3960000,3257.0000000,0.3700000,321.0319930,53.7531290
PC,2.6414334,2.5080000,19204.0000000,13.6255000,1367.0000000,580.0450000,5753.0000000,1.0600000,356.1805080,56.8433390
PC,21.7276636,2.9240000,43934.0000000,8.1826500,298.0000000,1.3200800,3437.0000000,0.4000000,356.7731970,60.2498590
PC,3.2966077,3.9650000,4963.0000000,14.8596000,1722.0000000,1459.7200000,6259.0000000,2.1200000,354.9442770,58.0007500
PC,3.3683989,4.6300000,3874.0000000,13.3562000,2045.0000000,2907.8800000,6902.0000000,2.4100000,15.5543840,62.0132170
PC,2.9650741,2.4120000,6279.0000000,,,,,,350.0577820,60.4240420
PC,8.8204144,7.6300000,4100.0000000,11.5324000,1351.0000000,553.2340000,5672.0000000,2.0700000,342.3172080,61.2012930
PC,35.9993588,4.1814011,1086.7362497,2.2253394,355.5983746,3.7788536,4316.7000000,0.6510750,102.0213760,-65.6242570
PC,1.8715209,1.0213466,255.7891339,1.0618157,952.7810913,194.7571992,4316.7000000,0.6510750,102.0213760,-65.6242570
PC,1.2433877,1.6500000,2757.0000000,8.0757700,1923.0000000,2274.1500000,6488.0000000,1.4700000,342.7131990,64.9704720
PC,5.3295884,3.7130000,5530.0000000,,,,,,8.4063360,63.2673440
PC,1.4716633,1.2300000,9168.0000000,21.4506000,1565.0000000,997.0160000,5298.0000000,1.0700000,323.7836340,64.0774140
PC,3.8282053,3.8910000,4275.0000000,11.9804000,1663.0000000,1269.8500000,6455.0000000,2.0500000,10.7873420,62.3628820
PC,3.5899561,3.4340000,3727.0000000,18.0461000,,1033.3300000,6224.0000000,2.8700000,349.3850150,63.7684790
PC,10.6185545,1.5370000,10466.0000000,12.5680000,581.0000000,18.9483000,5925.9000000,1.1900000,237.2229930,35.3980170
PC,5.6897753,4.1530000,6064.0000000,,,,,,357.8732540,60.9332690
FP,1.2529962,1.0830000,14080.0000000,19.1790000,1232.0000000,382.5460000,4220.0000000,0.7500000,236.0542410,58.5536880
PC,5.4149624,1.2400000,4028.0000000,16.1825000,983.0000000,155.1460000,7979.0000000,2.7500000,350.5858700,60.7546990
PC,3.8850223,1.2090000,6113.0000000,11.9861000,1037.0000000,192.3590000,7162.0000000,1.4800000,350.3062710,65.2576950
PC,4.3239329,1.5783127,977.2224915,1.5008877,563.1748972,23.7735564,3782.0000000,0.4731410,92.3924170,-53.8229880
PC,10.1775475,2.0401655,943.2876093,1.5705443,423.3717664,7.5929156,3782.0000000,0.4731410,92.3924170,-53.8229880
PC,5.1879527,5.9790000,3524.0000000,14.8534000,1847.0000000,1933.5200000,6617.0000000,2.9000000,349.0217660,59.0195160
PC,2.4141149,1.3290000,10760.0000000,5.8313200,649.0000000,29.5308000,3438.0000000,0.6100000,254.6621510,83.2717450
PC,6.5433068,3.1140000,26297.0000000,16.0666000,887.0000000,102.8680000,5295.0000000,1.0700000,250.4469800,14.7727880
PC,1.1376981,1.0200000,1217.0000000,2.7746700,1204.0000000,349.3770000,4244.0000000,0.7400000,92.3818590,85.8207030
PC,0.5289141,1.0870000,2503.0000000,6.6777200,2147.0000000,3529.7500000,5739.6000000,1.3400000,263.0538970,14.2680500
PC,23.2471066,2.0310000,12754.0000000,13.9025000,479.0000000,8.7677900,5839.1000000,1.0100000,246.0985600,32.0294360
PC,28.4664618,5.9580000,4267.0000000,9.2195500,684.0000000,36.4134000,5888.0000000,1.5400000,17.7424240,82.2214730
PC,1.3473988,0.4440000,11164.0000000,9.6786100,590.0000000,20.2200000,3576.0000000,0.6400000,256.7539520,38.7845880
PC,1.3432587,1.5340000,2215.0000000,3.9929400,1413.0000000,663.1300000,5031.1000000,0.8700000,254.1468810,22.5696070
CP,2.6520679,1.5300000,126188.0000000,11.2606000,555.0000000,15.7673000,3247.0000000,0.3400000,244.7384660,19.1758120
CP,19.2879579,2.1841643,4773.5508832,1.7145308,235.0427129,0.7212871,3075.0000000,0.2298240,113.8523280,-73.5774090
PC,0.8818115,1.5580000,2067.0000000,9.4717100,2256.0000000,4304.4700000,6571.0000000,2.1400000,19.2471410,71.0936470
PC,7.1467369,3.9130000,1157.0000000,3.6385800,1255.0000000,412.0520000,6252.0000000,1.1500000,69.6417010,74.3093400
PC,3.1875721,1.8250000,4278.0000000,,,,,,10.2123780,71.3647820
PC,27.6174987,4.5090000,2176.0000000,3.9292800,569.0000000,17.4356000,5469.0000000,0.9000000,190.2560940,88.0820250
PC,8.8600515,2.4930000,10563.0000000,9.2062300,722.0000000,45.2470000,5481.0000000,0.9700000,264.5703140,15.2135370
PC,3.8949005,2.1710000,1071.0000000,2.1569300,914.0000000,116.2530000,4718.0000000,0.6700000,12.4454480,79.2878550
PC,1.9299641,0.3700000,26801.0000000,11.7580000,366.0000000,2.9968700,3554.0000000,0.4600000,45.2802340,69.9160530
PC,1.1838063,1.2330000,1853.0000000,9.2955300,2453.0000000,6017.4900000,8996.0000000,2.1100000,318.0054080,59.0327390
PC,3.3385770,3.5190000,3620.0000000,11.9188000,1965.0000000,2475.8100000,7482.0000000,2.1300000,334.6786180,53.7813930
PC,8.8922064,3.7090000,5250.0000000,,,,,,342.5205340,58.9061740
FP,0.8370700,2.4970000,2745.5000000,2.9884900,1998.0000000,2645.9300000,3776.0000000,0.5200000,136.2389120,-18.5026740
PC,3.0825102,3.7080000,4011.0000000,10.2259000,1676.0000000,1312.3900000,6001.8000000,1.6900000,342.0522680,47.1704830
PC,3.8285502,5.2480000,2531.0000000,12.7621000,2121.0000000,3360.3600000,7075.0000000,2.8000000,337.3140490,56.0147140
PC,8.6393678,2.3250000,22505.0000000,8.1749800,444.0000000,6.4615600,3468.0000000,0.5600000,314.7246210,59.5952970
PC,5.3913891,1.9950000,4086.0000000,4.2865400,832.0000000,79.5918000,5179.0000000,0.7100000,341.7169650,54.0118370
FP,736.5528811,4.7350000,1432.0000000,3.1392300,192.0000000,0.2295500,5659.0000000,0.8600000,210.0976900,-61.7412000
KP,3.2509657,3.2261161,7218.2612358,12.8297161,1493.2819769,1175.1364450,5757.0000000,1.4995900,300.1023510,45.7621920
PC,12.9228111,1.5980207,8723.2564459,2.1004549,264.5773396,1.1580614,3166.0000000,0.2233770,320.6806360,8.8893980
PC,13.7237530,2.3593878,3129.0813648,7.7077810,937.0740086,182.2286132,6374.4000000,1.3491100,0.0992910,16.4938280
KP,1.7497746,1.8691036,29973.7051609,15.5589079,1265.3053510,605.7624942,5087.0000000,0.8568410,348.4947930,8.7610790
PC,3.4375711,3.9255437,10435.0708429,15.0290201,1454.0652473,1056.4685689,5874.0000000,1.4311900,351.0546900,36.8175660
FP,0.5307900,1.2380000,1113.0700000,,1557.0000000,977.3430000,3788.4000000,,147.9705360,2.1166470
PC,1.9170960,1.0402081,4017.0792074,3.5741192,747.7884464,73.8985650,3653.0000000,0.5231260,117.9747780,21.3399530
PC,23.5367004,5.7150000,443.0000000,3.3862000,989.0000000,158.9420000,7487.0000000,1.6900000,338.0153960,49.1567400
PC,2.7547949,2.2653165,1434.2026954,3.7424744,1235.7366017,551.0926810,5531.0000000,0.9775440,8.7354800,17.0563910
FP,0.6257352,0.8361985,13403.1636987,9.1590642,1155.1130109,420.7449426,3718.0000000,0.5930430,347.9563690,65.2298240
PC,4.2422767,2.8605497,4728.4740947,14.4051573,1630.9939837,1672.3625665,6223.0000000,1.9237900,351.6817680,50.0523750
PC,2.9944941,3.6210070,2479.3671334,15.4980030,2594.3933740,10706.9138368,7465.0000000,3.0202899,356.3163550,53.7507770
PC,,4.2810000,15884.0000000,10.7825000,495.0000000,10.0394000,4122.8000000,0.8400000,345.3498330,32.9496910
PC,6.8434236,3.1790000,767.0000000,2.9314200,1183.0000000,325.8910000,6060.0000000,1.1400000,337.6634590,12.5563450
PC,5.2169076,2.2990000,334.0000000,2.0097000,1037.0000000,192.4400000,5966.0000000,1.1000000,337.6533860,11.8926620
PC,2.7384363,3.0180000,871.0000000,10.4314000,1348.0000000,549.7070000,4964.0000000,3.5600000,311.0116230,45.8353250
FA,12.8650769,3.9790000,1070.0000000,1.9005800,703.0000000,40.6428000,5031.0000000,0.8100000,94.1674450,-62.6484030
PC,3.2607791,3.1520000,574.0000000,3.1812300,1556.0000000,973.5450000,5975.0000000,1.3900000,336.6524680,21.4607850
PC,5.1794403,4.6280000,796.0000000,5.8283000,1469.0000000,773.8960000,5946.0000000,2.2100000,337.6753500,9.1581740
PC,14.7126653,3.5600000,305.0000000,2.0860500,818.0000000,74.4061000,6156.0000000,1.3400000,359.2621220,9.7846590
PC,10.5739387,3.4840000,493.0000000,4.6082900,,590.8030000,9088.0000000,2.3000000,335.6231020,58.0830920
PC,1.1976555,1.2570000,303.0000000,1.5357200,1535.0000000,922.8140000,5598.9000000,0.9100000,2.4945640,18.7738300
PC,2.6881318,0.9223764,22717.9494983,3.5370730,463.3111771,10.8896046,3244.0000000,0.2329470,42.8238040,30.2813030
PC,1.7024504,2.9130000,8210.0000000,16.0263000,1970.0000000,2502.6300000,6026.0000000,2.0000000,288.6860000,-11.3825170
PC,2.1570981,1.6880000,8963.0000000,,,,,,283.8641860,18.9646890
PC,4.7736640,3.9870000,9489.0000000,,,,,,275.0096950,11.2105100
PC,2.8890956,2.2320000,36105.0000000,12.4627000,867.0000000,94.1363000,3643.0000000,0.5900000,273.0378980,2.1882620
FP,4.1099530,4.6410000,434.0000000,1.8134500,1601.0000000,1091.8000000,5653.0000000,0.9700000,128.1441780,-36.3468180
PC,4.1223508,3.1030000,9275.0000000,11.9742000,1337.0000000,532.0390000,6116.7000000,1.2800000,268.6425030,11.6781940
PC,5.6604695,4.6510000,3523.0000000,8.3210100,1340.0000000,536.5690000,5711.0000000,1.6000000,266.9813690,22.5437360
PC,16.3425332,3.9850000,748.0000000,3.4535800,1325.0000000,512.9430000,5946.0000000,0.9500000,281.2458340,44.0673930
FP,5.4934218,3.6580000,18470.0000000,17.1065000,1192.0000000,335.2090000,6028.0000000,1.2500000,268.6653240,3.6869900
PC,4.1673090,4.0560000,7537.0000000,12.5792000,1625.0000000,1160.3300000,6552.0000000,1.5900000,271.8767240,11.3300610
PC,3.8242663,2.3370000,20057.0000000,13.0807000,1010.0000000,173.2800000,5211.0000000,1.0000000,269.0936550,-0.4919360
PC,2.7998534,1.4150000,27117.0000000,12.3430000,755.0000000,54.1418000,4412.0000000,0.7300000,263.0187370,34.3798080
PC,2.5122863,2.2300000,11307.0000000,15.8933000,1484.0000000,806.8040000,6156.0000000,1.5300000,276.8995020,5.4531430
PC,4.2271814,3.2500000,15027.0000000,13.5590000,1270.0000000,433.0560000,5913.0000000,1.2000000,280.2612110,28.4420420
PC,3.1540886,1.6620000,23864.0000000,11.8788000,803.0000000,69.3081000,4521.0000000,0.7400000,284.5633420,-12.4729880
FP,3.1604300,1.9220000,203.3300000,2.3886600,1388.0000000,616.9500000,6482.3000000,1.5200000,118.0371960,-37.7990160
PC,5.0660693,2.0420000,18438.0000000,12.5338000,827.0000000,77.8993000,5269.0000000,1.0000000,288.9928670,-10.5250680
PC,7.2229767,4.1320000,16049.0000000,,1061.0000000,210.7600000,5753.1000000,,269.5376420,38.4758680
PC,7.7600907,1.4770000,16068.0000000,16.1727000,640.0000000,27.9358000,5940.0000000,1.2700000,268.0535490,39.5919270
PC,5.7351935,2.9270000,18384.0000000,9.8774100,900.0000000,108.9990000,5042.0000000,0.7700000,267.3390120,12.6495020
PC,3.8080897,2.9160000,8079.0000000,11.3715000,1382.0000000,606.1140000,6343.0000000,1.3800000,301.7368640,-8.7010880
PC,3.4844157,2.9630000,11801.0000000,11.7346000,1362.0000000,572.1140000,5917.0000000,1.1100000,296.8282820,13.1197240
PC,3.5689392,0.9000000,3138.0000000,7.8999300,823.0000000,76.3043000,6326.0000000,1.3500000,284.5977950,38.1458120
PC,12.0080349,4.6490000,2736.0000000,7.1684600,,211.4260000,6554.0000000,1.5000000,295.7121670,14.1942230
PC,3.6366231,3.3850000,8385.0000000,12.4438000,1441.0000000,717.1150000,5978.0000000,1.4400000,300.2582940,13.3922950
PC,2.6343177,4.7650000,3792.0000000,13.5381000,2563.0000000,7168.3200000,7495.0000000,2.3900000,288.2086390,28.9508990
PC,12.2877358,4.4450000,315.0000000,2.0923200,935.0000000,127.1810000,6008.6200000,1.3000000,63.1993850,-64.3478050
PC,2.2609143,1.9720000,3320.0000000,13.2504000,1821.0000000,1826.4400000,6453.0000000,2.2000000,311.7337400,1.8240630
PC,10.5485040,2.9010000,7496.0000000,7.8373700,717.0000000,44.0719000,5421.0000000,0.9200000,308.2954130,10.7064620
PC,75.6979471,6.2610000,6920.0000000,6.7950800,390.0000000,3.8590200,5422.0000000,0.9100000,286.1256760,59.8593500
PC,36.9870862,3.7710000,5950.0000000,8.8384900,558.0000000,16.1862000,6110.1000000,1.1400000,281.4548590,40.8307610
PC,8.9093753,4.5950000,9278.0000000,13.9451000,1148.0000000,289.2010000,6375.0000000,1.6500000,296.9374800,-3.8026660
PC,2.7705702,2.5020000,10283.0000000,,,,,,313.2723020,-7.4748750
PC,3.1243759,3.9300000,6498.0000000,12.9639000,1579.0000000,1034.0100000,5477.0000000,1.7100000,291.8208070,12.2827560
PC,3.9859545,3.7290000,6488.0000000,13.1539000,1357.0000000,563.8390000,5566.0000000,1.7100000,305.0332260,-6.0732790
