# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:48:44 2025
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,ra,dec
FALSE POSITIVE,12.643303542,5.48853,2.3672e+05,34.94,443.0,9.07,3977.00,0.5620,290.348910,41.137829
FALSE POSITIVE,1.362939430,10.32000,5.4400e+01,31.28,2630.0,11346.02,6831.00,2.1060,296.828060,41.192028
FALSE POSITIVE,185.103836000,4.19000,5.8140e+02,14.63,670.0,47.72,4992.00,6.2260,294.965240,44.360481
FALSE POSITIVE,1.267693801,3.57993,3.3364e+05,64.84,1606.0,1572.85,5446.00,0.9610,295.677060,42.111355
CANDIDATE,15.081860000,4.00400,8.1600e+01,0.98,758.0,78.11,5794.00,1.0120,297.835450,42.110390
CANDIDATE,2.446938230,0.95400,2.6400e+01,0.56,1379.0,855.53,5821.00,1.0330,287.234860,42.263309
FALSE POSITIVE,7.002865192,5.90232,3.4970e+05,75.09,1197.0,486.09,6818.00,1.2160,288.363620,42.248070
CANDIDATE,13.056090000,3.49800,1.7080e+02,1.30,814.0,103.85,6078.00,0.9940,289.044340,42.280022
FALSE POSITIVE,0.854509410,3.72300,1.3700e+01,0.35,1928.0,3269.09,5922.00,0.9210,290.873410,42.277828
FALSE POSITIVE,30.130130001,13.49190,2.8075e+05,83.75,753.0,76.07,6674.00,1.3470,292.102360,42.252239
FALSE POSITIVE,7.043576200,15.76000,,,,567.89,,,292.939640,42.244156
FALSE POSITIVE,9.122087110,4.62417,5.8790e+04,52.66,904.0,157.73,5857.00,1.0390,293.074520,42.280258
FALSE POSITIVE,366.719230000,9.80000,2.4640e+02,3.35,383.0,5.09,6295.00,2.0490,295.198390,44.419601
FALSE POSITIVE,6.373454978,3.93770,6.0846e+03,51.60,1169.0,441.10,5953.00,1.2540,295.922700,43.285881
FALSE POSITIVE,1.075577069,4.11779,1.4058e+05,69.11,2094.0,4551.51,6011.00,1.2670,297.915190,43.256203
FALSE POSITIVE,0.811390968,1.01140,1.3990e+02,14.74,5043.0,153237.23,4994.00,12.4870,298.050320,43.233170
FALSE POSITIVE,14.649459900,2.88300,2.2100e+02,1.00,574.0,25.65,5017.00,0.6880,282.792420,43.374859
FALSE POSITIVE,321.007420000,13.01000,3.0710e+02,3.70,351.0,3.59,5258.00,2.0040,283.690980,43.367691
FALSE POSITIVE,27.818923820,8.37770,2.3822e+05,50.00,610.0,32.75,6126.00,0.9150,286.276980,43.339142
FALSE POSITIVE,8.467706136,4.05376,7.7324e+04,43.98,844.0,120.02,5873.00,0.8430,287.129430,43.344131
FALSE POSITIVE,24.703619950,6.97190,2.1754e+05,30.13,464.0,10.99,5030.00,0.6500,287.184480,43.367088
FALSE POSITIVE,5.134868900,48.69000,1.1580e+02,16.17,1040.0,276.25,5515.00,1.0010,292.493100,44.333439
FALSE POSITIVE,5.251918489,5.59653,2.9648e+05,51.51,1060.0,299.43,6099.00,0.9190,295.000550,44.321018
FALSE POSITIVE,3.629440080,5.94104,1.3008e+05,40.08,1351.0,787.91,6284.00,1.0930,296.297390,44.333000
FALSE POSITIVE,43.263305017,10.09150,3.5909e+05,62.75,505.0,15.38,5623.00,0.9170,296.371700,44.383541
FALSE POSITIVE,6.042029838,8.06660,1.3286e+05,23.94,729.0,66.70,5030.00,0.5870,296.557560,44.310230
FALSE POSITIVE,2.892087553,3.16757,7.1631e+04,47.55,1225.0,531.42,5622.00,0.9240,297.110500,44.399872
FALSE POSITIVE,5.405976080,2.79000,4.6100e+02,31.78,2818.0,14885.10,4840.00,15.3550,297.293060,44.355251
CANDIDATE,3.640492420,1.19400,4.2100e+01,0.61,1136.0,393.32,5745.00,0.9360,300.424320,44.343601
FALSE POSITIVE,0.510804497,2.53900,4.2700e+01,1.58,3622.0,40925.32,6596.00,2.1760,301.700320,44.380005
FALSE POSITIVE,0.645850521,1.20820,5.4900e+01,0.69,1941.0,3366.81,5381.00,0.9110,285.003540,45.887951
FALSE POSITIVE,18.844971130,4.94420,4.1434e+03,5.35,552.0,21.89,5220.00,0.6950,288.271210,45.876610
CANDIDATE,5.158131700,7.77300,3.7900e+01,2.02,1642.0,1720.62,5155.00,3.3550,291.052700,45.835129
FALSE POSITIVE,14.759477667,9.77460,3.5747e+05,76.06,862.0,130.69,6522.00,1.1050,292.740200,45.801510
FALSE POSITIVE,10.476258265,7.77203,1.2021e+05,54.13,1077.0,318.44,6109.00,1.5360,295.854430,45.892208
FALSE POSITIVE,1.588298157,4.37027,1.6503e+05,120.00,2773.0,13941.82,7742.00,2.0940,297.202450,45.849861
FALSE POSITIVE,1.588262630,2.65500,7.8900e+01,0.47,862.0,130.67,3931.00,0.5440,297.233550,45.843262
FALSE POSITIVE,3.909314318,5.36124,9.7123e+04,42.54,1364.0,819.78,6425.00,1.1430,286.069580,45.900581
FALSE POSITIVE,1.383858220,1.00000,,,,234049.39,,,287.334170,45.924709
FALSE POSITIVE,0.797089750,3.30100,1.9300e+01,0.54,2262.0,6174.20,6056.00,1.1960,300.558230,44.570061
CANDIDATE,25.913667400,10.49800,1.0970e+02,3.37,966.0,205.72,6167.00,2.3460,298.900600,47.107769
FALSE POSITIVE,8.541241100,3.65400,2.9880e+02,1.40,767.0,81.55,5602.00,0.7320,299.167390,47.185692
FALSE POSITIVE,1.013922622,1.63930,3.4957e+04,31.98,1392.0,883.90,5110.00,0.6470,283.011960,47.238602
FALSE POSITIVE,17.918743061,4.36387,1.1836e+05,56.94,942.0,186.00,5870.00,1.6300,287.493530,47.224659
FALSE POSITIVE,2.287515702,10.08790,3.5858e+05,86.76,1801.0,2484.21,6773.00,1.3910,292.255650,47.286301
FALSE POSITIVE,659.290700000,22.10600,3.3810e+02,4.66,322.0,2.53,6917.00,1.8370,294.377080,47.289928
FALSE POSITIVE,24.847087207,7.28274,3.1767e+05,52.38,569.0,24.75,5644.00,0.8540,294.759860,47.201931
FALSE POSITIVE,0.855747310,2.01000,,,,,,,284.084200,47.373589
FALSE POSITIVE,20.867855659,5.73122,8.2601e+04,53.53,716.0,62.09,6095.00,1.0160,284.454530,47.311951
FALSE POSITIVE,3.401949837,16.57970,2.4770e+03,14.32,2076.0,4391.35,7094.00,2.1700,290.106780,48.903389
CANDIDATE,6.961973040,2.80600,1.5130e+02,0.97,778.0,86.68,5008.00,0.8140,290.436770,48.983452
CANDIDATE,7.893532400,3.44400,4.7600e+01,0.78,1052.0,289.79,6306.00,1.1090,292.081850,48.967110
FALSE POSITIVE,2.252822538,3.41062,2.6985e+05,57.60,1462.0,1078.82,6116.00,0.9510,294.974150,48.944580
FALSE POSITIVE,2.252848170,3.06900,6.0000e+01,8.61,1940.0,3351.24,6850.00,1.5300,295.057010,48.976349
CANDIDATE,1.320499473,1.18400,2.0400e+02,18.94,4477.0,95168.65,5172.00,13.4540,282.939940,49.050289
FALSE POSITIVE,5.395255730,7.83770,1.0424e+05,152.74,1992.0,3721.55,7216.00,2.8040,285.216190,49.089470
CANDIDATE,13.153840900,11.56000,1.0460e+02,1.03,750.0,74.80,5443.00,1.0080,285.636810,49.009109
FALSE POSITIVE,0.939740093,3.68200,1.0650e+02,34.87,7200.0,635197.09,4297.00,33.4740,286.825200,39.802509
CANDIDATE,36.048479800,5.76300,1.2760e+02,1.24,566.0,24.28,5602.00,1.1000,296.636840,43.802792
CANDIDATE,4.274260500,2.68700,2.6380e+02,1.88,1326.0,730.69,6477.00,1.1480,283.068630,48.802078
FALSE POSITIVE,265.299451000,4.56300,4.9460e+03,7.10,270.0,1.25,5873.00,0.8630,290.389620,45.681438
FALSE POSITIVE,265.310499000,4.01300,1.5300e+03,4.69,296.0,1.81,6108.00,0.9970,290.391240,45.681610
FALSE POSITIVE,35.426182700,4.39300,3.1760e+02,153.72,2217.0,5712.61,4289.00,35.6950,296.985630,43.581352
FALSE POSITIVE,8.460438928,4.73492,7.6413e+04,36.62,804.0,98.60,5951.00,0.7020,291.044070,36.729271
CANDIDATE,27.556452000,8.23000,2.8920e+02,1.40,531.0,18.86,5509.00,0.8360,291.113980,36.994061
FALSE POSITIVE,4.318726936,2.67349,5.9429e+04,29.74,1091.0,334.31,5896.00,0.9160,296.095060,39.055439
FALSE POSITIVE,3.225986840,1.67000,,,,,,,286.889500,39.107368
FALSE POSITIVE,76.453158130,5.18220,9.6622e+03,22.89,291.0,1.70,4831.00,0.5400,290.980130,39.186489
FALSE POSITIVE,7.698431197,5.43677,4.2549e+04,42.72,878.0,140.16,5774.00,0.8760,294.199710,39.172379
FALSE POSITIVE,0.504296702,1.41450,5.9954e+03,50.41,2694.0,12445.73,6140.00,1.1870,294.558440,39.137650
FALSE POSITIVE,5.194256813,7.25775,3.8851e+04,41.77,1546.0,1349.96,6100.00,2.0860,294.595700,39.193748
FALSE POSITIVE,61.422526570,3.76585,3.3754e+05,41.01,326.0,2.66,4867.00,0.6130,295.869260,39.148201
CANDIDATE,566.281760000,20.39000,1.2000e+03,2.79,203.0,0.40,5829.00,0.8020,296.074070,39.158192
FALSE POSITIVE,9.761172507,11.40070,2.0587e+05,95.58,1325.0,729.48,6468.00,2.0480,296.244840,39.185139
FALSE POSITIVE,1.365138390,1.86000,,,,,,,297.877410,40.120781
FALSE POSITIVE,1.061008464,2.80290,4.0877e+05,32.58,1002.0,238.59,4239.00,0.4540,297.877990,40.107960
FALSE POSITIVE,1.368401670,4.58000,,,,,,,298.223110,40.172298
FALSE POSITIVE,5.895706900,56.84000,1.2970e+02,32.41,1002.0,238.37,5956.00,0.9340,298.459500,40.161560
FALSE POSITIVE,1.674737790,5.67000,,,,16598.34,,,299.095460,40.198170
FALSE POSITIVE,1.039370613,1.07130,7.4360e+02,12.60,3320.0,28690.60,6429.00,3.1370,284.115140,40.243561
FALSE POSITIVE,2.311694250,8.68900,3.8400e+01,1.76,3178.0,24113.62,9451.00,2.6790,284.853970,40.208569
FALSE POSITIVE,2.072177815,4.54864,2.9372e+05,46.55,1204.0,495.23,5519.00,0.7180,285.020420,40.298500
FALSE POSITIVE,3.343285340,27.29000,1.6680e+02,64.00,2094.0,4535.97,6541.00,2.6520,296.862580,41.147419
CANDIDATE,0.527401210,4.80700,1.3160e+03,1.49,1027.0,263.23,3582.00,0.4100,288.888490,41.246738
FALSE POSITIVE,0.905678252,1.24900,7.0400e+01,0.78,1901.0,3074.42,6075.00,0.9090,289.263000,41.266380
FALSE POSITIVE,0.905672916,1.00000,1.1040e+02,0.76,1468.0,1096.04,4949.00,0.7410,289.299770,41.278751
FALSE POSITIVE,0.790046373,4.99390,1.4930e+05,56.93,2541.0,9873.85,6785.00,1.3420,292.539860,41.211590
FALSE POSITIVE,1.804591904,3.85009,1.3730e+05,80.87,1923.0,3221.97,6271.00,1.5150,292.608310,41.225201
CANDIDATE,1.400903699,0.88300,1.3650e+02,1.16,1764.0,2284.73,6375.00,0.9750,293.793700,41.204491
FALSE POSITIVE,1.140735280,2.39400,1.3500e+01,0.68,3190.0,24512.67,8847.00,1.6850,296.475460,41.241116
FALSE POSITIVE,3.319766830,4.52300,4.8000e+01,0.70,1276.0,626.66,6100.00,0.9400,296.535710,41.239010
FALSE POSITIVE,0.528808170,2.28650,5.7700e+01,1.84,3558.0,37880.12,6224.00,2.3680,295.784820,42.285679
FALSE POSITIVE,0.700606479,0.99300,2.3500e+01,1.22,3312.0,28551.69,6280.00,2.4490,298.482570,42.240379
FALSE POSITIVE,9.469191607,9.55999,6.3502e+04,49.17,1679.0,1875.84,9454.00,1.8320,298.890750,42.209862
FALSE POSITIVE,15.537533780,5.82620,2.0901e+05,40.90,694.0,54.73,5704.00,0.8680,283.775850,42.359322
CANDIDATE,17.381622400,2.73456,5.9099e+04,26.55,756.0,77.09,6116.00,1.0200,284.132080,42.350441
FALSE POSITIVE,2.172042913,8.03310,1.5438e+05,100.79,2169.0,5231.88,7128.00,1.7750,288.473140,42.380070
CANDIDATE,28.655498000,8.58000,1.7360e+02,1.45,658.0,44.37,6268.00,1.1000,288.730290,42.334011
CANDIDATE,13.445017400,2.11800,1.9620e+02,1.08,606.0,31.92,5003.00,0.7590,290.721950,42.391571
FALSE POSITIVE,6.352164750,3.25100,1.8570e+02,18.10,2698.0,12523.45,4820.00,13.6540,300.783080,44.489269
FALSE POSITIVE,0.705174384,1.11196,3.7523e+05,366.76,751.0,75.23,3354.00,0.2500,287.635860,43.370770
FALSE POSITIVE,38.058140058,8.82403,3.0887e+05,94.10,736.0,69.39,6894.00,1.4190,289.915740,43.390789
CANDIDATE,26.155676700,1.54200,2.9500e+02,1.28,501.0,14.92,5204.00,0.7600,293.417850,43.342850
FALSE POSITIVE,4.800232532,3.57105,2.7700e+05,48.67,941.0,184.84,5591.00,0.7560,294.732600,43.349522
FALSE POSITIVE,1.743366270,10.40500,4.5100e+02,140.49,2029.0,4006.15,6640.00,1.4780,295.907440,43.385979
CANDIDATE,4.606877170,2.29500,2.5870e+02,1.14,865.0,132.78,5110.00,0.7110,297.240390,43.397678
FALSE POSITIVE,1.507100589,5.80970,4.9766e+05,131.16,2378.0,7555.78,6919.00,1.7480,297.260190,43.306358
FALSE POSITIVE,0.758355704,4.41350,9.5683e+03,8.78,1765.0,2292.94,5629.00,0.7830,298.897640,43.394459
FALSE POSITIVE,0.772586080,2.70000,,,,,,,283.013820,43.483109
FALSE POSITIVE,0.898837525,3.53420,3.9978e+05,57.14,1615.0,1609.86,5284.00,0.8070,282.887360,44.439110
FALSE POSITIVE,11.931131598,5.56983,3.0051e+05,93.46,831.0,112.47,6089.00,0.9590,284.123690,44.440350
FALSE POSITIVE,11.931379920,3.63900,1.2210e+02,0.56,415.0,7.00,3787.00,0.5050,284.157990,44.459110
FALSE POSITIVE,27.533803402,3.96227,4.8153e+04,50.02,777.0,85.95,5925.00,1.6110,285.051480,44.485138
FALSE POSITIVE,12.496434600,84.32000,2.7170e+02,55.34,1397.0,899.44,6821.00,2.7300,289.230800,44.412483
FALSE POSITIVE,1.352576807,5.49531,3.1748e+05,161.02,2866.0,15932.27,6881.00,2.4060,291.315950,44.462849
CANDIDATE,502.206420000,9.39000,4.4790e+02,2.18,212.0,0.48,6018.00,0.7330,296.057280,44.461079
CANDIDATE,8.361373200,3.64900,1.0470e+02,0.79,793.0,93.31,5470.00,0.7770,296.384220,44.433418
FALSE POSITIVE,13.254134073,4.34991,4.4980e+04,58.51,990.0,227.51,6175.00,1.4360,296.953250,44.464230
CANDIDATE,10.511377900,4.74000,2.9900e+01,0.72,1052.0,289.46,6575.00,1.3050,289.041960,45.977081
FALSE POSITIVE,1.922009494,3.10100,6.5478e+03,48.61,1596.0,1534.66,5880.00,1.0870,294.941770,45.929562
FALSE POSITIVE,10.186578749,10.63040,3.4067e+05,67.45,793.0,93.53,5557.00,0.9160,295.120390,45.968552
FALSE POSITIVE,32.003815635,4.31197,1.7120e+04,180.25,960.0,201.25,5260.00,4.0620,297.283870,45.953110
FALSE POSITIVE,1.250390814,3.71840,2.3117e+05,101.37,2367.0,7420.89,6297.00,1.6630,284.807100,46.098003
CANDIDATE,1.584878980,1.79100,4.2900e+01,0.37,943.0,187.91,4201.00,0.5660,288.877690,46.059139
FALSE POSITIVE,9.274268500,13.39000,,,,134.36,,,292.311400,46.073318
FALSE POSITIVE,5.748815953,1.92160,1.1657e+04,26.94,799.0,96.29,4961.00,0.7530,293.219760,46.053730
FALSE POSITIVE,0.517573708,2.23102,8.7205e+04,37.02,1863.0,2827.01,5427.00,0.7000,287.423650,47.373341
CANDIDATE,20.952560400,3.98600,2.3290e+02,1.19,495.0,14.20,4885.00,0.7200,287.479860,47.360161
FALSE POSITIVE,24.709326860,5.06980,2.9265e+04,25.10,662.0,45.33,6065.00,1.0230,289.680570,47.317810
FALSE POSITIVE,13.683692590,4.22504,1.8551e+05,30.60,635.0,38.37,5359.00,0.7080,291.936400,47.309689
FALSE POSITIVE,9.726748645,19.40930,3.9341e+05,277.38,997.0,233.38,5618.00,1.4060,292.592220,47.392277
CANDIDATE,3.729209720,5.01200,1.4400e+01,0.80,1713.0,2035.92,6215.00,2.0500,297.471620,47.399940
FALSE POSITIVE,0.691561191,5.23000,1.9010e+03,5.91,1460.0,1074.31,4892.00,0.5860,297.592320,47.345360
FALSE POSITIVE,1.353370910,2.23960,1.0456e+05,26.69,1444.0,1031.53,5426.00,0.7840,298.136320,47.384529
FALSE POSITIVE,1.854491777,5.14771,3.8343e+05,63.08,1511.0,1232.64,5843.00,0.9900,298.736330,47.377430
FALSE POSITIVE,4.737713268,6.38400,1.0526e+05,29.25,882.0,143.54,5335.00,0.7190,286.521940,49.069149
CANDIDATE,5.704593000,1.14900,1.2990e+02,0.95,900.0,154.92,5523.00,0.8320,287.048430,49.028610
CANDIDATE,1.367523160,1.20800,6.1000e+01,0.82,1684.0,1899.59,5836.00,1.0480,287.220090,49.053501
FALSE POSITIVE,2.497774540,5.24100,7.8700e+01,2.14,2264.0,6214.34,7117.00,2.2110,290.858520,49.052189
CANDIDATE,1.999724400,1.97600,8.5100e+01,0.84,1385.0,870.41,5838.00,0.8970,291.720180,49.084541
FALSE POSITIVE,1.512642080,1.87100,2.3842e+04,36.72,1357.0,801.00,5258.00,0.8110,291.842900,49.119099
FALSE POSITIVE,323.257500000,17.26000,2.8680e+02,2.01,293.0,1.73,5866.00,1.1980,294.823910,49.158642
FALSE POSITIVE,0.984971822,1.64247,6.6835e+03,56.10,2321.0,6852.37,6437.00,1.3690,295.627720,49.178242
FALSE POSITIVE,567.713290000,12.85000,2.5940e+02,3.28,325.0,2.64,6248.00,1.9960,291.665470,37.076118
FALSE POSITIVE,9.313920710,0.97100,1.6370e+02,1.25,884.0,144.19,6032.00,0.9730,290.576570,37.290539
CANDIDATE,14.137062000,2.26400,3.9300e+02,1.37,568.0,24.62,4861.00,0.7090,292.132390,37.388481
FALSE POSITIVE,2.325399680,16.79100,2.8810e+02,9.76,2501.0,9234.82,7046.00,2.7240,291.011470,37.433640
FALSE POSITIVE,0.764597756,1.11900,1.6600e+01,0.72,2708.0,12721.72,6218.00,1.7260,291.283200,37.419601
CANDIDATE,4.781139420,2.73300,1.0580e+02,1.14,1130.0,386.46,5683.00,1.1150,291.812900,37.555870
CANDIDATE,7.188640640,2.36400,1.3350e+02,1.30,987.0,223.87,5683.00,1.1150,291.812900,37.555870
FALSE POSITIVE,4.101595158,6.10362,3.6658e+05,51.08,1028.0,264.23,5610.00,0.8080,292.058010,37.592049
FALSE POSITIVE,2.435740460,22.25000,6.2230e+03,24.62,2102.0,4614.94,7239.00,1.7810,292.999910,37.580139
FALSE POSITIVE,2.756536015,1.59080,3.5908e+03,57.46,1580.0,1472.73,5496.00,1.6690,296.577910,39.111519
FALSE POSITIVE,13.995853650,5.03080,1.9681e+04,368.42,1202.0,493.55,5638.00,2.7030,287.262850,39.260021
FALSE POSITIVE,4.320850062,4.26661,7.5927e+04,59.16,1221.0,524.62,6098.00,1.0830,289.502290,39.211605
FALSE POSITIVE,8.653237800,2.97400,1.2600e+02,0.96,793.0,93.75,5561.00,0.8540,289.764370,39.246231
FALSE POSITIVE,5.197420145,6.78534,9.1307e+04,81.49,1416.0,949.86,6248.00,1.5280,291.603180,39.228329
FALSE POSITIVE,2.183517999,4.27030,1.3216e+03,4633.66,9791.0,2169685.72,3198.00,162.7250,292.323910,39.299351
FALSE POSITIVE,383.612480000,12.26300,6.1930e+02,2.30,248.0,0.90,6011.00,0.9020,294.928830,39.201401
FALSE POSITIVE,1.945914237,2.87120,9.8805e+03,35.94,1417.0,955.56,5967.00,0.8300,295.473850,39.213829
CANDIDATE,27.122801000,5.25500,2.3470e+02,1.46,594.0,29.38,5878.00,0.9450,286.215390,40.203411
FALSE POSITIVE,2.500560859,7.59020,2.0400e+01,0.48,1486.0,1149.55,6305.00,1.0520,286.277890,40.273029
CANDIDATE,5.622411110,1.18500,4.6410e+02,1.17,561.0,23.43,3894.00,0.5410,287.974550,40.255230
FALSE POSITIVE,1.256257380,9.72600,1.5200e+01,1.32,3507.0,35745.58,7450.00,3.0630,289.312350,40.288189
FALSE POSITIVE,21.142458554,5.17846,7.3961e+04,41.68,672.0,48.12,6079.00,0.9450,289.482970,40.292751
CANDIDATE,11.290155900,10.47500,1.6380e+02,0.88,617.0,34.17,5025.00,0.6570,289.844020,40.262741
CANDIDATE,28.247533030,13.20000,,,,,,,289.844020,40.262741
FALSE POSITIVE,0.995195590,2.29300,1.3700e+01,0.29,1624.0,1642.44,5506.00,0.7820,290.269100,40.202160
FALSE POSITIVE,25.150788449,7.72717,3.7583e+04,39.12,686.0,52.23,6015.00,1.1010,297.733640,41.250912
FALSE POSITIVE,7.216360910,2.21800,3.8470e+02,18.03,2146.0,5009.17,5029.00,9.4760,299.305510,41.263519
CANDIDATE,7.135663300,1.78900,2.5550e+02,1.38,751.0,75.39,4926.00,0.7930,282.588010,41.347092
FALSE POSITIVE,12.591656377,5.53385,3.0258e+05,49.21,642.0,40.23,5293.00,0.7560,287.039790,41.328869
FALSE POSITIVE,1.044408447,3.63300,4.6200e+01,1.17,2745.0,13421.48,7274.00,1.6980,289.517910,41.343632
FALSE POSITIVE,0.977051140,2.33000,2.0100e+01,0.77,2501.0,9261.10,6527.00,1.6310,291.531250,41.389069
FALSE POSITIVE,5.407157086,5.89190,7.4653e+04,125.96,1984.0,3667.86,7617.00,2.4390,291.718110,41.389969
FALSE POSITIVE,30.971766472,8.31171,2.2868e+05,51.72,523.0,17.73,5633.00,0.8290,291.899540,41.305889
FALSE POSITIVE,5.063188030,13.89130,6.6268e+05,302.18,908.0,160.52,5375.00,0.7520,292.353150,41.324242
FALSE POSITIVE,10.882422090,5.51934,2.0681e+05,63.14,894.0,150.98,6200.00,1.0450,290.806700,42.343929
FALSE POSITIVE,1.926366998,3.98088,3.9953e+05,53.63,1204.0,497.84,5176.00,0.7600,292.054870,42.334969
FALSE POSITIVE,2.325185422,7.28710,2.6850e+02,81.88,3738.0,46102.70,11076.00,2.8960,292.267150,42.321289
CANDIDATE,14.590924900,1.59100,1.4690e+02,0.93,622.0,35.34,5214.00,0.7660,292.305660,42.302479
FALSE POSITIVE,40.877841988,9.88456,2.5609e+05,164.06,915.0,166.06,6807.00,2.5900,292.350250,42.393429
CANDIDATE,11.849635100,3.31900,1.8380e+02,1.31,802.0,97.71,6032.00,0.9290,293.024720,42.325089
FALSE POSITIVE,36.758927250,15.57230,2.6173e+05,51.31,575.0,25.82,6085.00,0.9790,295.765840,42.391331
FALSE POSITIVE,0.536869783,4.16400,2.2170e+02,1.81,2645.0,11576.28,6495.00,1.1680,295.807250,42.372341
CANDIDATE,455.623950000,13.07000,1.1121e+03,3.00,228.0,0.64,5883.00,0.8920,295.932830,42.396690
FALSE POSITIVE,0.843400322,1.76060,4.3700e+01,0.65,1941.0,3371.24,5982.00,0.9600,287.026860,43.405682
FALSE POSITIVE,17.042155208,7.80412,5.5165e+04,24.93,760.0,78.98,6197.00,1.0350,291.284610,43.405289
FALSE POSITIVE,0.874236216,2.35200,5.8400e+01,3.46,6177.0,344046.45,10894.00,4.3780,292.787020,43.416039
CANDIDATE,1.751736470,5.12200,6.8400e+01,3.86,4900.0,136315.31,10894.00,4.3780,292.787020,43.416039
FALSE POSITIVE,0.608862990,1.27896,2.0195e+03,158.50,3651.0,42225.89,5022.00,4.1670,296.839690,43.408051
FALSE POSITIVE,4.435296750,2.11700,1.8190e+02,1.15,1026.0,261.33,5659.00,0.8420,297.019290,43.478802
FALSE POSITIVE,0.885121870,3.34900,1.3600e+02,1.05,1659.0,1797.86,5392.00,0.8190,298.834930,43.419510
FALSE POSITIVE,1.734221252,2.45770,2.8982e+05,42.06,1114.0,363.79,4765.00,0.7020,280.343840,43.596142
FALSE POSITIVE,5.776764285,6.99715,1.5390e+05,117.51,1542.0,1336.82,6263.00,2.0720,298.797520,44.417992
FALSE POSITIVE,1.262273170,3.30141,7.3425e+03,369.20,3790.0,48665.04,4927.00,9.3560,298.828610,44.489140
FALSE POSITIVE,0.767576690,2.04757,1.5761e+05,34.23,1530.0,1294.42,5182.00,0.6270,284.125610,44.550571
FALSE POSITIVE,5.860377067,10.46340,3.6162e+05,78.14,1191.0,475.44,6267.00,1.1580,284.278530,44.594028
FALSE POSITIVE,5.801881299,4.21133,3.4470e+04,62.90,2001.0,3784.87,7259.00,3.0090,289.405150,44.515480
FALSE POSITIVE,4.007704530,5.50884,1.6878e+05,92.08,1699.0,1969.22,7162.00,1.6310,295.236880,44.507671
FALSE POSITIVE,6.099032889,4.82208,5.5374e+04,36.68,1183.0,462.81,6356.00,1.1410,296.714080,44.577209
FALSE POSITIVE,0.652956712,0.62700,5.0000e+01,0.76,2146.0,4984.96,5812.00,1.0550,298.782680,44.574650
FALSE POSITIVE,13.691790011,5.64674,9.7564e+04,49.20,994.0,230.66,6295.00,1.5540,295.374020,46.042740
FALSE POSITIVE,21.570508432,13.86040,1.3418e+05,63.68,923.0,171.91,6322.00,1.6920,295.628910,46.051350
CANDIDATE,407.146560000,23.26000,8.2300e+01,1.18,272.0,1.29,5845.00,1.1980,297.374270,46.054806
CANDIDATE,487.838940000,32.77000,4.5330e+02,3.94,298.0,1.88,5421.00,1.8770,300.138550,46.061691
FALSE POSITIVE,14.199840087,5.98531,2.1460e+05,85.76,907.0,159.99,5864.00,1.4140,282.668210,46.160130
CANDIDATE,6.853888000,2.56100,6.5380e+02,1.74,613.0,33.32,4199.00,0.6840,284.957610,46.143810
FALSE POSITIVE,2.136834989,4.34882,3.4618e+05,66.59,1415.0,948.25,5753.00,0.9890,289.338170,46.152828
FALSE POSITIVE,2.516901330,2.52100,5.9600e+01,0.97,1430.0,986.60,5403.00,1.2840,293.013000,46.166561
CANDIDATE,7.346724850,2.13600,1.4300e+02,0.97,784.0,89.33,5271.00,0.8210,294.570400,50.673019
FALSE POSITIVE,9.296746368,6.88069,2.1384e+05,400.40,1552.0,1370.16,6461.00,2.8840,299.166930,47.356098
FALSE POSITIVE,18.060078203,11.57590,5.8975e+04,20.71,618.0,34.40,5330.00,0.8550,287.875090,47.445759
FALSE POSITIVE,18.740725340,5.19791,1.2548e+05,35.61,717.0,62.46,6122.00,0.9960,289.036800,47.465950
FALSE POSITIVE,0.933713130,2.97100,6.6000e+01,0.69,1642.0,1724.34,5436.00,0.8690,292.119720,47.485619
FALSE POSITIVE,0.933737160,5.01500,1.4490e+02,1.14,1666.0,1811.10,5390.00,0.8520,292.721980,47.454800
FALSE POSITIVE,0.933735579,3.89200,3.5140e+02,10.28,3696.0,43890.28,5016.00,5.3440,292.852360,47.498039
FALSE POSITIVE,58.288190560,21.60140,1.5616e+05,42.57,462.0,10.79,5463.00,1.0440,294.254180,47.437790
FALSE POSITIVE,3.989144446,20.79470,6.3052e+05,60.26,996.0,233.19,5538.00,0.7190,294.483370,47.452660
FALSE POSITIVE,32.778973030,19.13780,4.1008e+05,69.08,588.0,28.29,6122.00,0.9640,296.590420,47.416908
FALSE POSITIVE,28.487107336,3.77887,3.7663e+04,116.84,963.0,202.98,6351.00,2.3850,295.984280,49.130249
